neighborhood,month,theft_count,lon,lat,time_index,month_of_year,year
Woodbine Corridor (64),2023-05-01,1,-79.31540737735443,43.67677291736932,113,5,2023
Woodbine-Lumsden (60),2023-05-01,0,-79.31116352540957,43.69410673833721,113,5,2023
Wychwood (94),2023-05-01,0,-79.42551494769461,43.67691926447834,113,5,2023
Yonge-Eglinton (100),2023-05-01,4,-79.40359016622641,43.70468936092784,113,5,2023
Yonge-St.Clair (97),2023-05-01,0,-79.39787076624125,43.68785886372433,113,5,2023
York University Heights (27),2023-05-01,1,-79.48888293166782,43.76573645429017,113,5,2023
Yorkdale-Glen Park (31),2023-05-01,1,-79.45710807275005,43.71467151108852,113,5,2023
Agincourt North (129),2023-06-01,0,-79.26671216328295,43.805440562864696,114,6,2023
Agincourt South-Malvern West (128),2023-06-01,1,-79.2656118002269,43.788657536163946,114,6,2023
Alderwood (20),2023-06-01,0,-79.54161093042093,43.60493688403101,114,6,2023
Annex (95),2023-06-01,7,-79.40400062928025,43.67158543003155,114,6,2023
Banbury-Don Mills (42),2023-06-01,1,-79.34971796126571,43.73765697400432,114,6,2023
Bathurst Manor (34),2023-06-01,0,-79.45605514611319,43.76481328101867,114,6,2023
Bay Street Corridor (76),2023-06-01,18,-79.38572124534863,43.657511330997565,114,6,2023
Bayview Village (52),2023-06-01,1,-79.37711685879394,43.776360508669505,114,6,2023
Bayview Woods-Steeles (49),2023-06-01,0,-79.3821179554524,43.796801856085374,114,6,2023
Bedford Park-Nortown (39),2023-06-01,0,-79.42022735886505,43.73148619626069,114,6,2023
Beechborough-Greenbrook (112),2023-06-01,1,-79.47947250865478,43.69321648359968,114,6,2023
Bendale (127),2023-06-01,2,-79.25740036192514,43.760366271465735,114,6,2023
Birchcliffe-Cliffside (122),2023-06-01,3,-79.26509262187423,43.69468193885,114,6,2023
Black Creek (24),2023-06-01,3,-79.52197931718258,43.76489023887292,114,6,2023
Blake-Jones (69),2023-06-01,3,-79.3373941737337,43.676172877463664,114,6,2023
Briar Hill-Belgravia (108),2023-06-01,2,-79.45285129984684,43.69902437760449,114,6,2023
Bridle Path-Sunnybrook-York Mills (41),2023-06-01,0,-79.37890416227515,43.73101311194996,114,6,2023
Broadview North (57),2023-06-01,0,-79.35562951364216,43.68882511190598,114,6,2023
Brookhaven-Amesbury (30),2023-06-01,0,-79.48558926457817,43.70132629947939,114,6,2023
Cabbagetown-South St.James Town (71),2023-06-01,3,-79.36610665903528,43.66764772385686,114,6,2023
Caledonia-Fairbank (109),2023-06-01,0,-79.4552120795635,43.688568647155336,114,6,2023
Casa Loma (96),2023-06-01,2,-79.40800664807479,43.68185209508544,114,6,2023
Centennial Scarborough (133),2023-06-01,0,-79.15084326996072,43.78237648034414,114,6,2023
Church-Yonge Corridor (75),2023-06-01,28,-79.37901716162628,43.65964884944928,114,6,2023
Clairlea-Birchmount (120),2023-06-01,1,-79.28138177798613,43.71359235501493,114,6,2023
Clanton Park (33),2023-06-01,1,-79.44630257728986,43.741978417593174,114,6,2023
Cliffcrest (123),2023-06-01,0,-79.23552957479994,43.721121141067144,114,6,2023
Corso Italia-Davenport (92),2023-06-01,2,-79.44746932943953,43.67766090308253,114,6,2023
Danforth (66),2023-06-01,0,-79.32981941388597,43.68402547142561,114,6,2023
Danforth East York (59),2023-06-01,1,-79.33140338933542,43.68946809019784,114,6,2023
Don Valley Village (47),2023-06-01,0,-79.35364413195393,43.783293676309825,114,6,2023
Dorset Park (126),2023-06-01,0,-79.2789079328611,43.75927434447322,114,6,2023
Dovercourt-Wallace Emerson-Junction (93),2023-06-01,11,-79.43854070116043,43.6656769257464,114,6,2023
Downsview-Roding-CFB (26),2023-06-01,1,-79.49049738436791,43.733292312253184,114,6,2023
Dufferin Grove (83),2023-06-01,8,-79.43734103751373,43.655428330164874,114,6,2023
East End-Danforth (62),2023-06-01,4,-79.29935867382727,43.68417387262764,114,6,2023
Edenbridge-Humber Valley (9),2023-06-01,1,-79.52245776503415,43.67088588914698,114,6,2023
Eglinton East (138),2023-06-01,1,-79.24559804211357,43.74092229023796,114,6,2023
Elms-Old Rexdale (5),2023-06-01,0,-79.54898271587403,43.72151885714892,114,6,2023
Englemount-Lawrence (32),2023-06-01,2,-79.43740854668668,43.720344647265435,114,6,2023
Eringate-Centennial-West Deane (11),2023-06-01,1,-79.58044525351775,43.65801672874765,114,6,2023
Etobicoke West Mall (13),2023-06-01,0,-79.56893876872303,43.64506261667645,114,6,2023
Flemingdon Park (44),2023-06-01,0,-79.33264596751758,43.71592974897502,114,6,2023
Forest Hill North (102),2023-06-01,2,-79.42814316750712,43.704217556724494,114,6,2023
Forest Hill South (101),2023-06-01,2,-79.41431786345333,43.69452574891732,114,6,2023
Glenfield-Jane Heights (25),2023-06-01,0,-79.51346530987723,43.74563573564186,114,6,2023
Greenwood-Coxwell (65),2023-06-01,2,-79.32431802090154,43.67261230021652,114,6,2023
Guildwood (140),2023-06-01,0,-79.19505535944825,43.74882932678334,114,6,2023
Henry Farm (53),2023-06-01,1,-79.34124066861594,43.771144139011675,114,6,2023
High Park North (88),2023-06-01,3,-79.46630216770625,43.65756491093699,114,6,2023
High Park-Swansea (87),2023-06-01,2,-79.46787222692247,43.64506457452669,114,6,2023
Highland Creek (134),2023-06-01,0,-79.1774724769542,43.79077475905604,114,6,2023
Hillcrest Village (48),2023-06-01,0,-79.35480400470398,43.80298781590062,114,6,2023
Humber Heights-Westmount (8),2023-06-01,0,-79.52241619766016,43.69223279051614,114,6,2023
Humber Summit (21),2023-06-01,0,-79.55617474460846,43.75891973308504,114,6,2023
Humbermede (22),2023-06-01,0,-79.54236711801718,43.7434295073787,114,6,2023
Humewood-Cedarvale (106),2023-06-01,1,-79.42768334947216,43.69136980411722,114,6,2023
Ionview (125),2023-06-01,0,-79.27247049505847,43.7353644000892,114,6,2023
Islington-City Centre West (14),2023-06-01,0,-79.54331653804603,43.633463294702935,114,6,2023
Junction Area (90),2023-06-01,4,-79.47143987276426,43.667889760215104,114,6,2023
Keelesdale-Eglinton West (110),2023-06-01,1,-79.4714371056747,43.68572746919965,114,6,2023
Kennedy Park (124),2023-06-01,0,-79.2603822126536,43.72555571340649,114,6,2023
Kensington-Chinatown (78),2023-06-01,14,-79.39723987739471,43.6535541286232,114,6,2023
Kingsview Village-The Westway (6),2023-06-01,1,-79.54786330865342,43.69899255941022,114,6,2023
Kingsway South (15),2023-06-01,5,-79.51057680194461,43.65352042227594,114,6,2023
L'Amoreaux (117),2023-06-01,1,-79.31408424727546,43.795716009853194,114,6,2023
Lambton Baby Point (114),2023-06-01,0,-79.49604524953277,43.65742012275136,114,6,2023
Lansing-Westgate (38),2023-06-01,1,-79.42474772579611,43.754271137278266,114,6,2023
Lawrence Park North (105),2023-06-01,1,-79.40397836524139,43.73006016831148,114,6,2023
Lawrence Park South (103),2023-06-01,1,-79.40603941914907,43.717211693960785,114,6,2023
Leaside-Bennington (56),2023-06-01,0,-79.36607234417629,43.703796594874674,114,6,2023
Little Portugal (84),2023-06-01,1,-79.43032271138112,43.64753592717682,114,6,2023
Long Branch (19),2023-06-01,2,-79.53334545408563,43.592361683027136,114,6,2023
Malvern (132),2023-06-01,3,-79.2225166213798,43.80365817700939,114,6,2023
Maple Leaf (29),2023-06-01,0,-79.48075801837139,43.715573934512385,114,6,2023
Markland Wood (12),2023-06-01,0,-79.57343154487708,43.63354173983873,114,6,2023
Milliken (130),2023-06-01,0,-79.27500893756222,43.82069077354423,114,6,2023
Mimico (includes Humber Bay Shores) (17),2023-06-01,3,-79.50013665098422,43.61592384473713,114,6,2023
Morningside (135),2023-06-01,1,-79.20704118793313,43.78239859566863,114,6,2023
Moss Park (73),2023-06-01,9,-79.36729702995146,43.656517618834606,114,6,2023
Mount Dennis (115),2023-06-01,0,-79.49998905493412,43.68814408279304,114,6,2023
Mount Olive-Silverstone-Jamestown (2),2023-06-01,0,-79.58725925980302,43.74686777792156,114,6,2023
Mount Pleasant East (99),2023-06-01,1,-79.38492394099212,43.70485215179517,114,6,2023
Mount Pleasant West (104),2023-06-01,10,-79.3933595525685,43.70443516328523,114,6,2023
New Toronto (18),2023-06-01,2,-79.51035809204086,43.60058858826094,114,6,2023
Newtonbrook East (50),2023-06-01,1,-79.40593744835854,43.79153578050072,114,6,2023
Newtonbrook West (36),2023-06-01,2,-79.4314215134344,43.785829927437725,114,6,2023
Niagara (82),2023-06-01,8,-79.41242040394009,43.63668087060661,114,6,2023
North Riverdale (68),2023-06-01,1,-79.35126041348335,43.67199514515696,114,6,2023
North St.James Town (74),2023-06-01,6,-79.37524657752182,43.669623407232905,114,6,2023
O'Connor-Parkview (54),2023-06-01,0,-79.31222776491182,43.70680048177226,114,6,2023
Oakridge (121),2023-06-01,1,-79.2797083448345,43.697408127371254,114,6,2023
Oakwood Village (107),2023-06-01,0,-79.43978547678283,43.68856555117282,114,6,2023
Old East York (58),2023-06-01,0,-79.33548836287208,43.69678126729079,114,6,2023
Palmerston-Little Italy (80),2023-06-01,2,-79.4184087281674,43.65915710120554,114,6,2023
Parkwoods-Donalda (45),2023-06-01,2,-79.33017950831689,43.755033453591466,114,6,2023
Pelmo Park-Humberlea (23),2023-06-01,0,-79.528282190996,43.7175145822485,114,6,2023
Playter Estates-Danforth (67),2023-06-01,1,-79.35488728710035,43.67970046819963,114,6,2023
Pleasant View (46),2023-06-01,4,-79.3349484197622,43.78698174107935,114,6,2023
Princess-Rosethorn (10),2023-06-01,0,-79.54455928434245,43.66605058821453,114,6,2023
Regent Park (72),2023-06-01,1,-79.3605088053568,43.659992140783885,114,6,2023
Rexdale-Kipling (4),2023-06-01,1,-79.56622840704554,43.723725464196825,114,6,2023
Rockcliffe-Smythe (111),2023-06-01,2,-79.49442045588019,43.67479044210717,114,6,2023
Roncesvalles (86),2023-06-01,1,-79.44299244306902,43.64612298805443,114,6,2023
Rosedale-Moore Park (98),2023-06-01,5,-79.37966939989423,43.6828204124932,114,6,2023
Rouge (131),2023-06-01,1,-79.18634336248219,43.82120115363213,114,6,2023
Runnymede-Bloor West Village (89),2023-06-01,2,-79.48570817771532,43.65926881162892,114,6,2023
Rustic (28),2023-06-01,0,-79.49809146920876,43.71160911048926,114,6,2023
Scarborough Village (139),2023-06-01,0,-79.2168126191311,43.73865184898304,114,6,2023
South Parkdale (85),2023-06-01,2,-79.4393378322998,43.636699519318434,114,6,2023
South Riverdale (70),2023-06-01,6,-79.33565132290826,43.6492919996662,114,6,2023
St.Andrew-Windfields (40),2023-06-01,2,-79.37903710013872,43.75624582245125,114,6,2023
Steeles (116),2023-06-01,0,-79.32120701072853,43.81295881783217,114,6,2023
Stonegate-Queensway (16),2023-06-01,1,-79.50112821107008,43.63551811593917,114,6,2023
Tam O'Shanter-Sullivan (118),2023-06-01,3,-79.30291871972979,43.78012984045799,114,6,2023
Taylor-Massey (61),2023-06-01,0,-79.2959011185942,43.69499818569401,114,6,2023
The Beaches (63),2023-06-01,3,-79.29960131609589,43.67104998326742,114,6,2023
Thistletown-Beaumond Heights (3),2023-06-01,0,-79.56349101320373,43.737987910453754,114,6,2023
Thorncliffe Park (55),2023-06-01,2,-79.34998360500312,43.70774920521462,114,6,2023
Trinity-Bellwoods (81),2023-06-01,1,-79.4153421638998,43.65017629672643,114,6,2023
University (79),2023-06-01,3,-79.40117974868369,43.66250619981047,114,6,2023
Victoria Village (43),2023-06-01,0,-79.31487382056616,43.72848900069367,114,6,2023
Waterfront Communities-The Island (77),2023-06-01,35,-79.3772023229936,43.63388032715952,114,6,2023
West Hill (136),2023-06-01,5,-79.17667602852293,43.767490240825325,114,6,2023
West Humber-Clairville (1),2023-06-01,4,-79.59635638981665,43.71618025578886,114,6,2023
Westminster-Branson (35),2023-06-01,1,-79.45241822037676,43.77881319903913,114,6,2023
Weston (113),2023-06-01,3,-79.51572254704779,43.70271604054647,114,6,2023
Weston-Pellam Park (91),2023-06-01,1,-79.46024390773562,43.673962032485946,114,6,2023
Wexford/Maryvale (119),2023-06-01,2,-79.29863655575355,43.7485720898956,114,6,2023
Willowdale East (51),2023-06-01,5,-79.40148379055928,43.770602244553096,114,6,2023
Willowdale West (37),2023-06-01,1,-79.42755780279825,43.77121048659164,114,6,2023
Willowridge-Martingrove-Richview (7),2023-06-01,0,-79.55422105562268,43.68364495301322,114,6,2023
Woburn (137),2023-06-01,1,-79.22858575507915,43.76674020159054,114,6,2023
Woodbine Corridor (64),2023-06-01,3,-79.31540737735443,43.67677291736932,114,6,2023
Woodbine-Lumsden (60),2023-06-01,0,-79.31116352540957,43.69410673833721,114,6,2023
Wychwood (94),2023-06-01,0,-79.42551494769461,43.67691926447834,114,6,2023
Yonge-Eglinton (100),2023-06-01,3,-79.40359016622641,43.70468936092784,114,6,2023
Yonge-St.Clair (97),2023-06-01,1,-79.39787076624125,43.68785886372433,114,6,2023
York University Heights (27),2023-06-01,2,-79.48888293166782,43.76573645429017,114,6,2023
Yorkdale-Glen Park (31),2023-06-01,1,-79.45710807275005,43.71467151108852,114,6,2023
Agincourt North (129),2023-07-01,1,-79.26671216328295,43.805440562864696,115,7,2023
Agincourt South-Malvern West (128),2023-07-01,4,-79.2656118002269,43.788657536163946,115,7,2023
Alderwood (20),2023-07-01,1,-79.54161093042093,43.60493688403101,115,7,2023
Annex (95),2023-07-01,10,-79.40400062928025,43.67158543003155,115,7,2023
Banbury-Don Mills (42),2023-07-01,5,-79.34971796126571,43.73765697400432,115,7,2023
Bathurst Manor (34),2023-07-01,1,-79.45605514611319,43.76481328101867,115,7,2023
Bay Street Corridor (76),2023-07-01,42,-79.38572124534863,43.657511330997565,115,7,2023
Bayview Village (52),2023-07-01,5,-79.37711685879394,43.776360508669505,115,7,2023
Bayview Woods-Steeles (49),2023-07-01,0,-79.3821179554524,43.796801856085374,115,7,2023
Bedford Park-Nortown (39),2023-07-01,0,-79.42022735886505,43.73148619626069,115,7,2023
Beechborough-Greenbrook (112),2023-07-01,0,-79.47947250865478,43.69321648359968,115,7,2023
Bendale (127),2023-07-01,0,-79.25740036192514,43.760366271465735,115,7,2023
Birchcliffe-Cliffside (122),2023-07-01,1,-79.26509262187423,43.69468193885,115,7,2023
Black Creek (24),2023-07-01,0,-79.52197931718258,43.76489023887292,115,7,2023
Blake-Jones (69),2023-07-01,3,-79.3373941737337,43.676172877463664,115,7,2023
Briar Hill-Belgravia (108),2023-07-01,0,-79.45285129984684,43.69902437760449,115,7,2023
Bridle Path-Sunnybrook-York Mills (41),2023-07-01,2,-79.37890416227515,43.73101311194996,115,7,2023
Broadview North (57),2023-07-01,1,-79.35562951364216,43.68882511190598,115,7,2023
Brookhaven-Amesbury (30),2023-07-01,0,-79.48558926457817,43.70132629947939,115,7,2023
Cabbagetown-South St.James Town (71),2023-07-01,6,-79.36610665903528,43.66764772385686,115,7,2023
Caledonia-Fairbank (109),2023-07-01,7,-79.4552120795635,43.688568647155336,115,7,2023
Casa Loma (96),2023-07-01,1,-79.40800664807479,43.68185209508544,115,7,2023
Centennial Scarborough (133),2023-07-01,0,-79.15084326996072,43.78237648034414,115,7,2023
Church-Yonge Corridor (75),2023-07-01,23,-79.37901716162628,43.65964884944928,115,7,2023
Clairlea-Birchmount (120),2023-07-01,1,-79.28138177798613,43.71359235501493,115,7,2023
Clanton Park (33),2023-07-01,0,-79.44630257728986,43.741978417593174,115,7,2023
Cliffcrest (123),2023-07-01,0,-79.23552957479994,43.721121141067144,115,7,2023
Corso Italia-Davenport (92),2023-07-01,4,-79.44746932943953,43.67766090308253,115,7,2023
Danforth (66),2023-07-01,6,-79.32981941388597,43.68402547142561,115,7,2023
Danforth East York (59),2023-07-01,0,-79.33140338933542,43.68946809019784,115,7,2023
Don Valley Village (47),2023-07-01,1,-79.35364413195393,43.783293676309825,115,7,2023
Dorset Park (126),2023-07-01,2,-79.2789079328611,43.75927434447322,115,7,2023
Dovercourt-Wallace Emerson-Junction (93),2023-07-01,27,-79.43854070116043,43.6656769257464,115,7,2023
Downsview-Roding-CFB (26),2023-07-01,2,-79.49049738436791,43.733292312253184,115,7,2023
Dufferin Grove (83),2023-07-01,15,-79.43734103751373,43.655428330164874,115,7,2023
East End-Danforth (62),2023-07-01,6,-79.29935867382727,43.68417387262764,115,7,2023
Edenbridge-Humber Valley (9),2023-07-01,0,-79.52245776503415,43.67088588914698,115,7,2023
Eglinton East (138),2023-07-01,1,-79.24559804211357,43.74092229023796,115,7,2023
Elms-Old Rexdale (5),2023-07-01,1,-79.54898271587403,43.72151885714892,115,7,2023
Englemount-Lawrence (32),2023-07-01,2,-79.43740854668668,43.720344647265435,115,7,2023
Eringate-Centennial-West Deane (11),2023-07-01,0,-79.58044525351775,43.65801672874765,115,7,2023
Etobicoke West Mall (13),2023-07-01,1,-79.56893876872303,43.64506261667645,115,7,2023
Flemingdon Park (44),2023-07-01,1,-79.33264596751758,43.71592974897502,115,7,2023
Forest Hill North (102),2023-07-01,0,-79.42814316750712,43.704217556724494,115,7,2023
Forest Hill South (101),2023-07-01,0,-79.41431786345333,43.69452574891732,115,7,2023
Glenfield-Jane Heights (25),2023-07-01,1,-79.51346530987723,43.74563573564186,115,7,2023
Greenwood-Coxwell (65),2023-07-01,3,-79.32431802090154,43.67261230021652,115,7,2023
Guildwood (140),2023-07-01,0,-79.19505535944825,43.74882932678334,115,7,2023
Henry Farm (53),2023-07-01,0,-79.34124066861594,43.771144139011675,115,7,2023
High Park North (88),2023-07-01,5,-79.46630216770625,43.65756491093699,115,7,2023
High Park-Swansea (87),2023-07-01,6,-79.46787222692247,43.64506457452669,115,7,2023
Highland Creek (134),2023-07-01,0,-79.1774724769542,43.79077475905604,115,7,2023
Hillcrest Village (48),2023-07-01,0,-79.35480400470398,43.80298781590062,115,7,2023
Humber Heights-Westmount (8),2023-07-01,0,-79.52241619766016,43.69223279051614,115,7,2023
Humber Summit (21),2023-07-01,0,-79.55617474460846,43.75891973308504,115,7,2023
Humbermede (22),2023-07-01,0,-79.54236711801718,43.7434295073787,115,7,2023
Humewood-Cedarvale (106),2023-07-01,3,-79.42768334947216,43.69136980411722,115,7,2023
Ionview (125),2023-07-01,1,-79.27247049505847,43.7353644000892,115,7,2023
Islington-City Centre West (14),2023-07-01,3,-79.54331653804603,43.633463294702935,115,7,2023
Junction Area (90),2023-07-01,2,-79.47143987276426,43.667889760215104,115,7,2023
Keelesdale-Eglinton West (110),2023-07-01,0,-79.4714371056747,43.68572746919965,115,7,2023
Kennedy Park (124),2023-07-01,1,-79.2603822126536,43.72555571340649,115,7,2023
Kensington-Chinatown (78),2023-07-01,21,-79.39723987739471,43.6535541286232,115,7,2023
Kingsview Village-The Westway (6),2023-07-01,0,-79.54786330865342,43.69899255941022,115,7,2023
Kingsway South (15),2023-07-01,2,-79.51057680194461,43.65352042227594,115,7,2023
L'Amoreaux (117),2023-07-01,4,-79.31408424727546,43.795716009853194,115,7,2023
Lambton Baby Point (114),2023-07-01,1,-79.49604524953277,43.65742012275136,115,7,2023
Lansing-Westgate (38),2023-07-01,1,-79.42474772579611,43.754271137278266,115,7,2023
Lawrence Park North (105),2023-07-01,1,-79.40397836524139,43.73006016831148,115,7,2023
Lawrence Park South (103),2023-07-01,0,-79.40603941914907,43.717211693960785,115,7,2023
Leaside-Bennington (56),2023-07-01,2,-79.36607234417629,43.703796594874674,115,7,2023
Little Portugal (84),2023-07-01,3,-79.43032271138112,43.64753592717682,115,7,2023
Long Branch (19),2023-07-01,1,-79.53334545408563,43.592361683027136,115,7,2023
Malvern (132),2023-07-01,1,-79.2225166213798,43.80365817700939,115,7,2023
Maple Leaf (29),2023-07-01,0,-79.48075801837139,43.715573934512385,115,7,2023
Markland Wood (12),2023-07-01,0,-79.57343154487708,43.63354173983873,115,7,2023
Milliken (130),2023-07-01,0,-79.27500893756222,43.82069077354423,115,7,2023
Mimico (includes Humber Bay Shores) (17),2023-07-01,5,-79.50013665098422,43.61592384473713,115,7,2023
Morningside (135),2023-07-01,1,-79.20704118793313,43.78239859566863,115,7,2023
Moss Park (73),2023-07-01,8,-79.36729702995146,43.656517618834606,115,7,2023
Mount Dennis (115),2023-07-01,0,-79.49998905493412,43.68814408279304,115,7,2023
Mount Olive-Silverstone-Jamestown (2),2023-07-01,0,-79.58725925980302,43.74686777792156,115,7,2023
Mount Pleasant East (99),2023-07-01,1,-79.38492394099212,43.70485215179517,115,7,2023
Mount Pleasant West (104),2023-07-01,7,-79.3933595525685,43.70443516328523,115,7,2023
New Toronto (18),2023-07-01,1,-79.51035809204086,43.60058858826094,115,7,2023
Newtonbrook East (50),2023-07-01,0,-79.40593744835854,43.79153578050072,115,7,2023
Newtonbrook West (36),2023-07-01,3,-79.4314215134344,43.785829927437725,115,7,2023
Niagara (82),2023-07-01,17,-79.41242040394009,43.63668087060661,115,7,2023
North Riverdale (68),2023-07-01,2,-79.35126041348335,43.67199514515696,115,7,2023
North St.James Town (74),2023-07-01,1,-79.37524657752182,43.669623407232905,115,7,2023
O'Connor-Parkview (54),2023-07-01,0,-79.31222776491182,43.70680048177226,115,7,2023
Oakridge (121),2023-07-01,0,-79.2797083448345,43.697408127371254,115,7,2023
Oakwood Village (107),2023-07-01,5,-79.43978547678283,43.68856555117282,115,7,2023
Old East York (58),2023-07-01,1,-79.33548836287208,43.69678126729079,115,7,2023
Palmerston-Little Italy (80),2023-07-01,8,-79.4184087281674,43.65915710120554,115,7,2023
Parkwoods-Donalda (45),2023-07-01,1,-79.33017950831689,43.755033453591466,115,7,2023
Pelmo Park-Humberlea (23),2023-07-01,0,-79.528282190996,43.7175145822485,115,7,2023
Playter Estates-Danforth (67),2023-07-01,2,-79.35488728710035,43.67970046819963,115,7,2023
Pleasant View (46),2023-07-01,3,-79.3349484197622,43.78698174107935,115,7,2023
Princess-Rosethorn (10),2023-07-01,0,-79.54455928434245,43.66605058821453,115,7,2023
Regent Park (72),2023-07-01,4,-79.3605088053568,43.659992140783885,115,7,2023
Rexdale-Kipling (4),2023-07-01,0,-79.56622840704554,43.723725464196825,115,7,2023
Rockcliffe-Smythe (111),2023-07-01,5,-79.49442045588019,43.67479044210717,115,7,2023
Roncesvalles (86),2023-07-01,2,-79.44299244306902,43.64612298805443,115,7,2023
Rosedale-Moore Park (98),2023-07-01,8,-79.37966939989423,43.6828204124932,115,7,2023
Rouge (131),2023-07-01,0,-79.18634336248219,43.82120115363213,115,7,2023
Runnymede-Bloor West Village (89),2023-07-01,2,-79.48570817771532,43.65926881162892,115,7,2023
Rustic (28),2023-07-01,0,-79.49809146920876,43.71160911048926,115,7,2023
Scarborough Village (139),2023-07-01,1,-79.2168126191311,43.73865184898304,115,7,2023
South Parkdale (85),2023-07-01,6,-79.4393378322998,43.636699519318434,115,7,2023
South Riverdale (70),2023-07-01,10,-79.33565132290826,43.6492919996662,115,7,2023
St.Andrew-Windfields (40),2023-07-01,0,-79.37903710013872,43.75624582245125,115,7,2023
Steeles (116),2023-07-01,0,-79.32120701072853,43.81295881783217,115,7,2023
Stonegate-Queensway (16),2023-07-01,0,-79.50112821107008,43.63551811593917,115,7,2023
Tam O'Shanter-Sullivan (118),2023-07-01,3,-79.30291871972979,43.78012984045799,115,7,2023
Taylor-Massey (61),2023-07-01,1,-79.2959011185942,43.69499818569401,115,7,2023
The Beaches (63),2023-07-01,4,-79.29960131609589,43.67104998326742,115,7,2023
Thistletown-Beaumond Heights (3),2023-07-01,0,-79.56349101320373,43.737987910453754,115,7,2023
Thorncliffe Park (55),2023-07-01,1,-79.34998360500312,43.70774920521462,115,7,2023
Trinity-Bellwoods (81),2023-07-01,15,-79.4153421638998,43.65017629672643,115,7,2023
University (79),2023-07-01,4,-79.40117974868369,43.66250619981047,115,7,2023
Victoria Village (43),2023-07-01,0,-79.31487382056616,43.72848900069367,115,7,2023
Waterfront Communities-The Island (77),2023-07-01,38,-79.3772023229936,43.63388032715952,115,7,2023
West Hill (136),2023-07-01,1,-79.17667602852293,43.767490240825325,115,7,2023
West Humber-Clairville (1),2023-07-01,0,-79.59635638981665,43.71618025578886,115,7,2023
Westminster-Branson (35),2023-07-01,2,-79.45241822037676,43.77881319903913,115,7,2023
Weston (113),2023-07-01,0,-79.51572254704779,43.70271604054647,115,7,2023
Weston-Pellam Park (91),2023-07-01,2,-79.46024390773562,43.673962032485946,115,7,2023
Wexford/Maryvale (119),2023-07-01,2,-79.29863655575355,43.7485720898956,115,7,2023
Willowdale East (51),2023-07-01,6,-79.40148379055928,43.770602244553096,115,7,2023
Willowdale West (37),2023-07-01,2,-79.42755780279825,43.77121048659164,115,7,2023
Willowridge-Martingrove-Richview (7),2023-07-01,0,-79.55422105562268,43.68364495301322,115,7,2023
Woburn (137),2023-07-01,3,-79.22858575507915,43.76674020159054,115,7,2023
Woodbine Corridor (64),2023-07-01,1,-79.31540737735443,43.67677291736932,115,7,2023
Woodbine-Lumsden (60),2023-07-01,0,-79.31116352540957,43.69410673833721,115,7,2023
Wychwood (94),2023-07-01,4,-79.42551494769461,43.67691926447834,115,7,2023
Yonge-Eglinton (100),2023-07-01,1,-79.40359016622641,43.70468936092784,115,7,2023
Yonge-St.Clair (97),2023-07-01,4,-79.39787076624125,43.68785886372433,115,7,2023
York University Heights (27),2023-07-01,5,-79.48888293166782,43.76573645429017,115,7,2023
Yorkdale-Glen Park (31),2023-07-01,0,-79.45710807275005,43.71467151108852,115,7,2023
Agincourt North (129),2023-08-01,1,-79.26671216328295,43.805440562864696,116,8,2023
Agincourt South-Malvern West (128),2023-08-01,1,-79.2656118002269,43.788657536163946,116,8,2023
Alderwood (20),2023-08-01,1,-79.54161093042093,43.60493688403101,116,8,2023
Annex (95),2023-08-01,9,-79.40400062928025,43.67158543003155,116,8,2023
Banbury-Don Mills (42),2023-08-01,0,-79.34971796126571,43.73765697400432,116,8,2023
Bathurst Manor (34),2023-08-01,1,-79.45605514611319,43.76481328101867,116,8,2023
Bay Street Corridor (76),2023-08-01,41,-79.38572124534863,43.657511330997565,116,8,2023
Bayview Village (52),2023-08-01,0,-79.37711685879394,43.776360508669505,116,8,2023
Bayview Woods-Steeles (49),2023-08-01,1,-79.3821179554524,43.796801856085374,116,8,2023
Bedford Park-Nortown (39),2023-08-01,2,-79.42022735886505,43.73148619626069,116,8,2023
Beechborough-Greenbrook (112),2023-08-01,2,-79.47947250865478,43.69321648359968,116,8,2023
Bendale (127),2023-08-01,1,-79.25740036192514,43.760366271465735,116,8,2023
Birchcliffe-Cliffside (122),2023-08-01,1,-79.26509262187423,43.69468193885,116,8,2023
Black Creek (24),2023-08-01,0,-79.52197931718258,43.76489023887292,116,8,2023
Blake-Jones (69),2023-08-01,2,-79.3373941737337,43.676172877463664,116,8,2023
Briar Hill-Belgravia (108),2023-08-01,0,-79.45285129984684,43.69902437760449,116,8,2023
Bridle Path-Sunnybrook-York Mills (41),2023-08-01,1,-79.37890416227515,43.73101311194996,116,8,2023
Broadview North (57),2023-08-01,1,-79.35562951364216,43.68882511190598,116,8,2023
Brookhaven-Amesbury (30),2023-08-01,0,-79.48558926457817,43.70132629947939,116,8,2023
Cabbagetown-South St.James Town (71),2023-08-01,3,-79.36610665903528,43.66764772385686,116,8,2023
Caledonia-Fairbank (109),2023-08-01,0,-79.4552120795635,43.688568647155336,116,8,2023
Casa Loma (96),2023-08-01,0,-79.40800664807479,43.68185209508544,116,8,2023
Centennial Scarborough (133),2023-08-01,0,-79.15084326996072,43.78237648034414,116,8,2023
Church-Yonge Corridor (75),2023-08-01,44,-79.37901716162628,43.65964884944928,116,8,2023
Clairlea-Birchmount (120),2023-08-01,1,-79.28138177798613,43.71359235501493,116,8,2023
Clanton Park (33),2023-08-01,4,-79.44630257728986,43.741978417593174,116,8,2023
Cliffcrest (123),2023-08-01,1,-79.23552957479994,43.721121141067144,116,8,2023
