task_horizon,fold,train_end,test_start,test_end,model,MAE,RMSE,R2,total_bias,total_actual,total_predicted,nonzero_MAE,nonzero_RMSE,active_MAE,active_RMSE,n_test
1,7,126,127,127,Basis Ridge (tuned),1.1674580310946552,1.5868870643906448,0.8954771911125123,-0.030500205664873797,358,347.0809263719752,1.2618868667398566,1.7894586291692063,1.2618868667398566,1.7894586291692063,141
1,7,126,127,127,Poisson (compact),2.173333786886018,3.4123351992812596,0.5166937578131972,0.16529030839883765,358,417.1739304067839,2.6751494715681954,4.069657562463522,2.6751494715681954,4.069657562463522,141
1,7,126,127,127,"Poisson (area, tuned)",1.1919325573195427,1.5625293082592628,0.8986612888573636,0.10783578974587663,358,396.60521272902383,1.2328666913624446,1.7017545540547145,1.2328666913624446,1.7017545540547145,141
1,7,126,127,127,Negative-binomial,2.37502067050146,3.9665079367940206,0.34696615903584305,0.41344849765042574,358,506.0145621588524,2.903006579294944,4.765390583251496,2.903006579294944,4.765390583251496,141
1,8,127,128,128,Global mean,2.719375956230912,5.916283651487026,-0.014498333435262412,-0.2576858125292471,387,287.2755905511814,3.105820194461508,7.244642435143796,3.105820194461508,7.244642435143796,141
1,8,127,128,128,Neighbourhood mean,1.3754956162394596,2.773511719296484,0.7770469729947792,-0.2576858125292478,387,287.2755905511811,1.8654418197725284,3.4321571259461376,1.8654418197725284,3.4321571259461376,141
1,8,127,128,128,Recent 12-mo mean,1.4592198581560283,3.219089840483367,0.6996555871910674,-0.3585271317829458,387,248.24999999999997,2.0305555555555554,4.000626879890046,2.0305555555555554,4.000626879890046,141
1,8,127,128,128,Seasonal naive,1.7659574468085109,3.413573240682489,0.6622683099638738,0.059431524547803614,387,410,2.2777777777777772,4.113662871726635,2.2777777777777772,4.113662871726635,141
1,8,127,128,128,Basis OLS (log),1.418806771025317,2.8319847402305194,0.7675469867433037,-0.20889014384770216,387,306.15951433093926,1.805937523708166,3.4873761914211734,1.805937523708166,3.4873761914211734,141
1,8,127,128,128,Basis Ridge (tuned),1.4278460663395762,2.8686137146913424,0.7614949915740843,-0.211011968582672,387,305.33836815850594,1.8156644825300778,3.5328657450296608,1.8156644825300778,3.5328657450296608,141
1,8,127,128,128,Poisson (compact),2.087337471707738,4.1132865331074395,0.509621647929476,-0.051662027708636545,387,367.00679527675766,2.605938740424191,4.929983814375659,2.605938740424191,4.929983814375659,141
1,8,127,128,128,"Poisson (area, tuned)",1.4254093901326133,2.354487120643129,0.8393258538192432,-0.030110558979690286,387,375.34721367485986,1.6573584798356256,2.8163727967115078,1.6573584798356256,2.8163727967115078,141
1,8,127,128,128,Negative-binomial,2.1569265565649394,3.9316054818940116,0.5519843072886831,0.093294448668443,387,423.10495163468744,2.6375353734509868,4.615948646788402,2.6375353734509868,4.615948646788402,141
1,9,128,129,129,Global mean,2.324367879508073,4.434345604668054,-4.977087755950738e-4,-0.046176531456953454,302,288.05468750000006,2.5210275944202345,5.521560240838735,2.5210275944202345,5.521560240838735,141
1,9,128,129,129,Neighbourhood mean,1.0649933510638299,1.7828892437376767,0.8382643524338469,-0.04617653145695364,302,288.0546875,1.383942018072289,2.227197185486792,1.383942018072289,2.227197185486792,141
1,9,128,129,129,Recent 12-mo mean,1.0319148936170213,1.885983720547088,0.819019034262013,-0.18432671081677682,302,246.3333333333334,1.4056224899598393,2.390017167632829,1.4056224899598393,2.390017167632829,141
1,9,128,129,129,Seasonal naive,1.8085106382978724,3.417726007717674,0.405664723315606,0.347682119205298,302,407,2.469879518072289,4.280806139597923,2.469879518072289,4.280806139597923,141
1,9,128,129,129,Basis OLS (log),1.0873162078274892,1.9564799261740158,0.8052363904857102,-0.19198656640583583,302,244.02005694543757,1.4517998633781346,2.4849654929056557,1.4517998633781346,2.4849654929056557,141
1,9,128,129,129,Basis Ridge (tuned),1.0931109851861005,1.9619276564403691,0.8041502594431289,-0.1873107899521722,302,245.432141434444,1.4520709069744697,2.4904589609424552,1.4520709069744697,2.4904589609424552,141
1,9,128,129,129,Poisson (compact),1.6301438364580816,3.0287924354235587,0.5332374047634174,0.042156715892406736,302,314.73132819950683,2.131380864235893,3.822068471477598,2.131380864235893,3.822068471477598,141
